FAM1993|F0012B|MFA01660|23/11/2007|MMESM001|KG|23/11/2007|1.0|1.0|NONE|8875|TRI|20/11/2007| ||
FAM1994|F0188|MFA01661|23/11/2007|MMESP250|PACK|23/11/2007|3.0|3.0|NONE|8874|TRI|20/11/2007| ||
FAM1995|F0161|MFA01662|23/11/2007|MMESP250|PACK|23/11/2007|8.0|8.0|NONE|8872|TRI|20/11/2007| ||
FAM1996|F0154|MFA01663|23/11/2007|MROAV001|VIAL|23/11/2007|14.0|14.0|NONE|8873|TRI|20/11/2007| ||
FAM1996|F0154|MFA01663|23/11/2007|MROGF001|KG|23/11/2007|4.0|4.0|NONE|8868|TRI|20/11/2007| ||
FAM1996|F0154|MFA01663|23/11/2007|MROIB001|VIAL|23/11/2007|14.0|14.0|NONE|8867|TRI|20/11/2007| ||
FAM1996|F0154|MFA01663|23/11/2007|MROREV01|LTR|23/11/2007|1.0|1.0|NONE|8866|TRI|20/11/2007| ||
FAM1997|F0141|MFA01664|23/11/2007|MROAV001|VIAL|23/11/2007|3.0|3.0|NONE|8871|TRI|20/11/2007| ||
FAM1997|F0141|MFA01664|23/11/2007|MROIB001|VIAL|23/11/2007|3.0|3.0|NONE|8869|TRI|20/11/2007| ||
FAM1998|F0161|MFA01665|23/11/2007|MROGF001|KG|23/11/2007|2.0|2.0|NONE|8870|TRI|20/11/2007| ||
FAM1999|F0011|MFA01666|23/11/2007|MROGF001|KG|23/11/2007|10.0|10.0|NONE|8865|TRI|20/11/2007| ||
FAM2000|F0002|MFA01667|23/11/2007|MROGF001|KG|23/11/2007|6.0|6.0|NONE|8864|TRI|20/11/2007| ||
FAM2000|F0002|MFA01667|23/11/2007|MROIB001|VIAL|23/11/2007|22.0|22.0|NONE|8863|TRI|20/11/2007| ||
FAM2001|F0029|MFA01668|23/11/2007|MROIT001|LTR|23/11/2007|1.0|1.0|NONE|8862|TRI|20/11/2007| ||
FAM2002|F0154|MFA01669|23/11/2007|MMCKT001|KG|23/11/2007|1.0|1.0|NONE|8861|TRI|20/11/2007| ||
FAM2003|F0141|MFA01670|23/11/2007|MMCKT001|KG|23/11/2007|1.0|1.0|NONE|8860|TRI|20/11/2007| ||
FAM2004|F0127|MFA01671|20/11/2007|MLGLU001|BTL|20/11/2007|1.0|1.0|NONE|8858|CHACHA|20/11/2007| ||
FAM2004|F0127|MFA01671|20/11/2007|MSIQN001|BTL|20/11/2007|1.0|1.0|NONE|8859|CHACHA|20/11/2007| ||
FAM2005|F0179|MFA01671|20/11/2007|MLGLU001|BTL|20/11/2007|1.0|1.0|NONE|8857|CHACHA|20/11/2007| ||
FAM2006|F0164|MFA01672|20/11/2007|MEKAA500|PACK|20/11/2007|4.0|4.0|NONE|8846|AING|20/11/2007| ||
FAM2007|F0004|MFA01673|23/11/2007|MSIQN001|BTL|23/11/2007|1.0|1.0|NONE|9121|ACI|21/11/2007| ||
FAM2008|F0004A|MFA01673|23/11/2007|MSIQN001|BTL|23/11/2007|1.0|1.0|NONE|9188|ACI|21/11/2007| ||
FAM2009|F0024|MFA01673|23/11/2007|MSIQN001|BTL|23/11/2007|1.0|1.0|NONE|9122|ACI|21/11/2007| ||
FAM2010|F0033|MFA01673|23/11/2007|MSIQN001|BTL|23/11/2007|1.0|1.0|NONE|9189|ACI|21/11/2007| ||
FAM2011|F0006|MFA01674|23/11/2007|MMEDP250|PACK|23/11/2007|20.0|20.0|NONE|8819|TRI|21/11/2007| ||
FAM2011|F0006|MFA01674|23/11/2007|MMEHC120|VIAL|23/11/2007|17.0|17.0|NONE|8818|TRI|21/11/2007| ||
FAM2011|F0006|MFA01674|23/11/2007|MMEHGM97|VIAL|23/11/2007|17.0|17.0|NONE|8817|TRI|21/11/2007| ||
FAM2011|F0006|MFA01674|23/11/2007|MMESM001|KG|23/11/2007|4.0|4.0|NONE|8816|TRI|21/11/2007| ||
FAM2012|F0096|MFA01675|23/11/2007|MROIT001|LTR|23/11/2007|1.0|1.0|NONE|8815|TRI|21/11/2007| ||
FAM2013|F0006|MFA01676|23/11/2007|MINAG400|BTL|23/11/2007|2.0|2.0|NONE|8814|TRI|21/11/2007| ||
FAM2014|F0024|MFA01677|23/11/2007|MMEDX250|PACK|23/11/2007|10.0|10.0|NONE|8812|TRI|21/11/2007| ||
FAM2014|F0024|MFA01677|23/11/2007|MMEHC120|VIAL|23/11/2007|7.0|7.0|NONE|8811|TRI|21/11/2007| ||
FAM2014|F0024|MFA01677|23/11/2007|MMEHGM97|VIAL|23/11/2007|7.0|7.0|NONE|8813|TRI|21/11/2007| ||
FAM2014|F0024|MFA01677|23/11/2007|MMEHPC01|VIAL|23/11/2007|7.0|7.0|NONE|8810|TRI|21/11/2007| ||
FAM2014|F0024|MFA01677|23/11/2007|MMESM001|KG|23/11/2007|2.0|2.0|NONE|8807|TRI|21/11/2007| ||
FAM2015|F0004|MFA01678|23/11/2007|MMEDX250|PACK|23/11/2007|6.0|6.0|NONE|8808|TRI|21/11/2007| ||
FAM2015|F0004|MFA01678|23/11/2007|MMEHC120|VIAL|23/11/2007|6.0|6.0|NONE|8809|TRI|21/11/2007| ||
FAM2015|F0004|MFA01678|23/11/2007|MMEHGM97|VIAL|23/11/2007|6.0|6.0|NONE|8804|TRI|21/11/2007| ||
FAM2015|F0004|MFA01678|23/11/2007|MMEHPC01|VIAL|23/11/2007|6.0|6.0|NONE|8806|TRI|21/11/2007| ||
FAM2015|F0004|MFA01678|23/11/2007|MMESM001|KG|23/11/2007|4.0|4.0|NONE|8805|TRI|21/11/2007| ||
FAM2016|F0004A|MFA01679|23/11/2007|MMEDX250|PACK|23/11/2007|6.0|6.0|NONE|8803|TRI|21/11/2007| ||
FAM2016|F0004A|MFA01679|23/11/2007|MMEHC120|VIAL|23/11/2007|6.0|6.0|NONE|8801|TRI|21/11/2007| ||
FAM2016|F0004A|MFA01679|23/11/2007|MMEHGM97|VIAL|23/11/2007|6.0|6.0|NONE|8802|TRI|21/11/2007| ||
FAM2016|F0004A|MFA01679|23/11/2007|MMEHPC01|VIAL|23/11/2007|6.0|6.0|NONE|8800|TRI|21/11/2007| ||
FAM2016|F0004A|MFA01679|23/11/2007|MMESM001|KG|23/11/2007|4.0|4.0|NONE|8799|TRI|21/11/2007| ||
FAM2017|F0033|MFA01680|23/11/2007|MMEDX250|PACK|23/11/2007|6.0|6.0|NONE|8798|TRI|21/11/2007| ||
FAM2017|F0033|MFA01680|23/11/2007|MMEHC120|VIAL|23/11/2007|4.0|4.0|NONE|8797|TRI|21/11/2007| ||
FAM2017|F0033|MFA01680|23/11/2007|MMEHPC01|VIAL|23/11/2007|4.0|4.0|NONE|8796|TRI|21/11/2007| ||
FAM2017|F0033|MFA01680|23/11/2007|MMESM001|KG|23/11/2007|1.0|1.0|NONE|8795|TRI|21/11/2007| ||
FAM2018|F0040|MFA01681|23/11/2007|MMEDX250|PACK|23/11/2007|6.0|6.0|NONE|8792|TRI|21/11/2007| ||
FAM2019|F0004|MFA01682|23/11/2007|MMESP001|PACK|23/11/2007|20.0|20.0|NONE|8791|TRI|21/11/2007| ||
FAM2019|F0004|MFA01682|23/11/2007|MMEVT100|PACK|23/11/2007|10.0|10.0|NONE|8794|TRI|21/11/2007| ||
FAM2020|F0004A|MFA01683|23/11/2007|MMESP001|PACK|23/11/2007|20.0|20.0|NONE|8793|TRI|21/11/2007| ||
FAM2020|F0004A|MFA01683|23/11/2007|MMEVT100|PACK|23/11/2007|10.0|10.0|NONE|8788|TRI|21/11/2007| ||
FAM2021|F0024|MFA01684|23/11/2007|MMESP001|PACK|23/11/2007|10.0|10.0|NONE|8787|TRI|21/11/2007| ||
FAM2021|F0024|MFA01684|23/11/2007|MMEVT100|PACK|23/11/2007|10.0|10.0|NONE|8790|TRI|21/11/2007| ||
FAM2022|F0033|MFA01685|23/11/2007|MMESP001|PACK|23/11/2007|10.0|10.0|NONE|8789|TRI|21/11/2007| ||
FAM2022|F0033|MFA01685|23/11/2007|MMEVT100|PACK|23/11/2007|5.0|5.0|NONE|8786|TRI|21/11/2007| ||
FAM2023|F0024|MFA01686|23/11/2007|MROGF001|KG|23/11/2007|2.0|2.0|NONE|8785|TRI|21/11/2007| ||
FAM2023|F0024|MFA01686|23/11/2007|MROGF300|BTL|23/11/2007|5.0|5.0|NONE|8784|TRI|21/11/2007| ||
FAM2024|F0004|MFA01687|23/11/2007|MROGF001|KG|23/11/2007|1.0|1.0|NONE|8783|TRI|21/11/2007| ||
FAM2024|F0004|MFA01687|23/11/2007|MROGF300|BTL|23/11/2007|4.0|4.0|NONE|8782|TRI|21/11/2007| ||
FAM2025|F0004A|MFA01688|23/11/2007|MROGF001|KG|23/11/2007|1.0|1.0|NONE|8781|TRI|21/11/2007| ||
FAM2025|F0004A|MFA01688|23/11/2007|MROGF300|BTL|23/11/2007|4.0|4.0|NONE|8780|TRI|21/11/2007| ||
FAM2026|F0033|MFA01689|23/11/2007|MROGF001|KG|23/11/2007|1.0|1.0|NONE|8779|TRI|21/11/2007| ||
FAM2026|F0033|MFA01689|23/11/2007|MROIB001|VIAL|23/11/2007|4.0|4.0|NONE|8776|TRI|21/11/2007| ||
FAM2027|F0093A|MFA01690|23/11/2007|MROIT001|LTR|23/11/2007|5.0|5.0|NONE|8778|TRI|21/11/2007| ||
FAM2028|F0026|MFA01691|23/11/2007|MROIT001|LTR|23/11/2007|5.0|5.0|NONE|8777|TRI|21/11/2007| ||
FAM2029|F0092|MFA01692|23/11/2007|MROIT001|LTR|23/11/2007|2.0|2.0|NONE|8775|TRI|21/11/2007| ||
FAM2030|F0050|MFA01693|23/11/2007|MROIT001|LTR|23/11/2007|1.0|1.0|NONE|8774|TRI|21/11/2007| ||
FAM2031|F0033|MFA01694|23/11/2007|MMCKT001|KG|23/11/2007|1.0|1.0|NONE|8770|TRI|21/11/2007| ||
FAM2032|F0006|MFA01695|23/11/2007|MROAV001|VIAL|23/11/2007|17.0|17.0|NONE|8772|TRI|21/11/2007| ||
FAM2033|F0002|MFA01696|23/11/2007|MLGLU001|BTL|23/11/2007|5.0|5.0|NONE|8773|CHACHA|22/11/2007| ||
FAM2033|F0002|MFA01696|23/11/2007|MSIQN001|BTL|23/11/2007|6.0|6.0|NONE|8766|CHACHA|22/11/2007| ||
FAM2034|F0011|MFA01696|23/11/2007|MLGLU001|BTL|23/11/2007|1.0|1.0|NONE|8771|CHACHA|22/11/2007| ||
FAM2034|F0011|MFA01696|23/11/2007|MSIQN001|BTL|23/11/2007|1.0|1.0|NONE|8767|CHACHA|22/11/2007| ||
FAM2035|F0141|MFA01696|23/11/2007|MSIQN001|BTL|23/11/2007|1.0|1.0|NONE|8768|CHACHA|22/11/2007| ||
FAM2036|F0154|MFA01696|23/11/2007|MSIQN001|BTL|23/11/2007|1.0|1.0|NONE|8769|CHACHA|22/11/2007| ||
FAM2037|K058|MFA01697|23/11/2007|MROAMP20|KG|23/11/2007|1.0|1.0|NONE|8996|TRI|22/11/2007| ||
FAM2037|K058|MFA01697|23/11/2007|MROAV001|VIAL|23/11/2007|7.0|7.0|NONE|8997|TRI|22/11/2007| ||
FAM2037|K058|MFA01697|23/11/2007|MRODL001|VIAL|23/11/2007|4.0|4.0|NONE|9021|TRI|22/11/2007| ||
FAM2038|K013|MFA01698|23/11/2007|MROAMP20|KG|23/11/2007|2.0|2.0|NONE|8765|TRI|22/11/2007| ||
FAM2038|K013|MFA01698|23/11/2007|MROAV001|VIAL|23/11/2007|12.0|12.0|NONE|8764|TRI|22/11/2007| ||
FAM2038|K013|MFA01698|23/11/2007|MRODL001|VIAL|23/11/2007|6.0|6.0|NONE|8763|TRI|22/11/2007| ||
FAM2039|K060|MFA01699|23/11/2007|MROAMP20|KG|23/11/2007|1.0|1.0|NONE|8762|TRI|22/11/2007| ||
FAM2039|K060|MFA01699|23/11/2007|MROAV001|VIAL|23/11/2007|5.0|5.0|NONE|8759|TRI|22/11/2007| ||
FAM2039|K060|MFA01699|23/11/2007|MRODL001|VIAL|23/11/2007|5.0|5.0|NONE|8758|TRI|22/11/2007| ||
FAM2040|K043|MFA01700|23/11/2007|MROAMP20|KG|23/11/2007|1.0|1.0|NONE|8761|TRI|22/11/2007| ||
FAM2040|K043|MFA01700|23/11/2007|MROAV001|VIAL|23/11/2007|6.0|6.0|NONE|8760|TRI|22/11/2007| ||
FAM2040|K043|MFA01700|23/11/2007|MRODL001|VIAL|23/11/2007|3.0|3.0|NONE|8757|TRI|22/11/2007| ||
FAM2041|F0136|MFA01701|23/11/2007|MROAMP20|KG|23/11/2007|3.0|3.0|NONE|8756|TRI|22/11/2007| ||
FAM2042|F0134|MFA01702|23/11/2007|MROAV001|VIAL|23/11/2007|3.0|3.0|NONE|8755|TRI|22/11/2007| ||
FAM2042|F0134|MFA01702|23/11/2007|MROCK001|BTL|23/11/2007|1.0|1.0|NONE|8754|TRI|22/11/2007| ||
FAM2043|F0067G|MFA01703|23/11/2007|MROAV001|VIAL|23/11/2007|10.0|10.0|NONE|8753|TRI|22/11/2007| ||
FAM2043|F0067G|MFA01703|23/11/2007|MROCK001|BTL|23/11/2007|1.0|1.0|NONE|8752|TRI|22/11/2007| ||
FAM2043|F0067G|MFA01703|23/11/2007|MROCK003|BTL|23/11/2007|3.0|3.0|NONE|8749|TRI|22/11/2007| ||
FAM2043|F0067G|MFA01703|23/11/2007|MRODL001|VIAL|23/11/2007|10.0|10.0|NONE|8750|TRI|22/11/2007| ||
FAM2044|K057|MFA01704|23/11/2007|MROAV001|VIAL|23/11/2007|3.0|3.0|NONE|8751|TRI|22/11/2007| ||
FAM2044|K057|MFA01704|23/11/2007|MROCK003|BTL|23/11/2007|1.0|1.0|NONE|8746|TRI|22/11/2007| ||
FAM2044|K057|MFA01704|23/11/2007|MRODL001|VIAL|23/11/2007|3.0|3.0|NONE|8747|TRI|22/11/2007| ||
FAM2045|F0131|MFA01705|23/11/2007|MROAV001|VIAL|23/11/2007|3.0|3.0|NONE|8748|TRI|22/11/2007| ||
FAM2046|F0084|MFA01706|23/11/2007|MROAV001|VIAL|23/11/2007|10.0|10.0|NONE|8744|TRI|22/11/2007| ||
FAM2046|F0084|MFA01706|23/11/2007|MROCK001|BTL|23/11/2007|2.0|2.0|NONE|8743|TRI|22/11/2007| ||
FAM2046|F0084|MFA01706|23/11/2007|MROCK003|BTL|23/11/2007|4.0|4.0|NONE|8745|TRI|22/11/2007| ||
FAM2047|F0105C|MFA01707|23/11/2007|MROAV001|VIAL|23/11/2007|20.0|20.0|NONE|8742|TRI|22/11/2007| ||
FAM2047|F0105C|MFA01707|23/11/2007|MROCK001|BTL|23/11/2007|3.0|3.0|NONE|8741|TRI|22/11/2007| ||
FAM2048|F0142|MFA01708|23/11/2007|MROAV001|VIAL|23/11/2007|4.0|4.0|NONE|8740|TRI|22/11/2007| ||
FAM2048|F0142|MFA01708|23/11/2007|MRODL001|VIAL|23/11/2007|4.0|4.0|NONE|8739|TRI|22/11/2007| ||
FAM2049|F0135|MFA01709|23/11/2007|MROAV001|VIAL|23/11/2007|3.0|3.0|NONE|8738|TRI|22/11/2007| ||
FAM2049|F0135|MFA01709|23/11/2007|MRODL001|VIAL|23/11/2007|3.0|3.0|NONE|8737|TRI|22/11/2007| ||
FAM2050|F0143|MFA01710|23/11/2007|MROAV001|VIAL|23/11/2007|2.0|2.0|NONE|8736|TRI|22/11/2007| ||
FAM2050|F0143|MFA01710|23/11/2007|MRODL001|VIAL|23/11/2007|2.0|2.0|NONE|8735|TRI|22/11/2007| ||
FAM2051|F0116|MFA01711|23/11/2007|MROAV001|VIAL|23/11/2007|7.0|7.0|NONE|8734|TRI|22/11/2007| ||
FAM2051|F0116|MFA01711|23/11/2007|MROCK003|BTL|23/11/2007|3.0|3.0|NONE|8733|TRI|22/11/2007| ||
FAM2052|K058|MFA01712|23/11/2007|MROGF001|KG|23/11/2007|1.0|1.0|NONE|8732|TRI|22/11/2007| ||
FAM2052|K058|MFA01712|23/11/2007|MROIB001|VIAL|23/11/2007|3.0|3.0|NONE|8731|TRI|22/11/2007| ||
FAM2053|K013|MFA01713|23/11/2007|MROGF001|KG|23/11/2007|3.0|3.0|NONE|8730|TRI|22/11/2007| ||
FAM2053|K013|MFA01713|23/11/2007|MROIB001|VIAL|23/11/2007|6.0|6.0|NONE|8729|TRI|22/11/2007| ||
FAM2054|K057|MFA01714|23/11/2007|MROGF001|KG|23/11/2007|3.0|3.0|NONE|8728|TRI|22/11/2007| ||
FAM2054|K057|MFA01714|23/11/2007|MROIB001|VIAL|23/11/2007|3.0|3.0|NONE|8727|TRI|22/11/2007| ||
FAM2055|F0192|MFA01715|23/11/2007|MROGF001|KG|23/11/2007|1.0|1.0|NONE|8726|TRI|22/11/2007| ||
FAM2055|F0192|MFA01715|23/11/2007|MROGF300|BTL|23/11/2007|2.0|2.0|NONE|8725|TRI|22/11/2007| ||
FAM2055|F0192|MFA01715|23/11/2007|MROIB001|VIAL|23/11/2007|3.0|3.0|NONE|8724|TRI|22/11/2007| ||
FAM2056|F0105C|MFA01716|23/11/2007|MROGF001|KG|23/11/2007|2.0|2.0|NONE|8723|TRI|22/11/2007| ||
FAM2056|F0105C|MFA01716|23/11/2007|MROGF300|BTL|23/11/2007|13.0|13.0|NONE|8722|TRI|22/11/2007| ||
FAM2056|F0105C|MFA01716|23/11/2007|MROIB001|VIAL|23/11/2007|20.0|20.0|NONE|8720|TRI|22/11/2007| ||
FAM2057|K060|MFA01717|23/11/2007|MROGF001|KG|23/11/2007|2.0|2.0|NONE|8721|TRI|22/11/2007| ||
FAM2057|K060|MFA01717|23/11/2007|MROGF300|BTL|23/11/2007|3.0|3.0|NONE|8718|TRI|22/11/2007| ||
FAM2057|K060|MFA01717|23/11/2007|MROIB001|VIAL|23/11/2007|5.0|5.0|NONE|8719|TRI|22/11/2007| ||
FAM2058|F0142|MFA01718|23/11/2007|MROGF001|KG|23/11/2007|2.0|2.0|NONE|8716|TRI|22/11/2007| ||
FAM2058|F0142|MFA01718|23/11/2007|MROIB001|VIAL|23/11/2007|4.0|4.0|NONE|8717|TRI|22/11/2007| ||
FAM2059|F0135|MFA01719|23/11/2007|MROGF001|KG|23/11/2007|1.0|1.0|NONE|9432|TRI|22/11/2007| ||
FAM2059|F0135|MFA01719|23/11/2007|MROIB001|VIAL|23/11/2007|2.0|2.0|NONE|9435|TRI|22/11/2007| ||
FAM2060|F0143|MFA01720|23/11/2007|MROGF001|KG|23/11/2007|1.0|1.0|NONE|8714|TRI|22/11/2007| ||
FAM2060|F0143|MFA01720|23/11/2007|MROIB001|VIAL|23/11/2007|2.0|2.0|NONE|8713|TRI|22/11/2007| ||
FAM2061|K043|MFA01721|23/11/2007|MROGF001|KG|23/11/2007|1.0|1.0|NONE|8712|TRI|22/11/2007| ||
FAM2061|K043|MFA01721|23/11/2007|MROIB001|VIAL|23/11/2007|3.0|3.0|NONE|8711|TRI|22/11/2007| ||
FAM2062|F0136|MFA01722|23/11/2007|MROGF001|KG|23/11/2007|2.0|2.0|NONE|8710|TRI|22/11/2007| ||
FAM2062|F0136|MFA01722|23/11/2007|MROIB001|VIAL|23/11/2007|7.0|7.0|NONE|8709|TRI|22/11/2007| ||
FAM2063|F0144|MFA01723|23/11/2007|MROGF300|BTL|23/11/2007|2.0|2.0|NONE|8708|TRI|22/11/2007| ||
FAM2063|F0144|MFA01723|23/11/2007|MROIB001|VIAL|23/11/2007|3.0|3.0|NONE|8707|TRI|22/11/2007| ||
FAM2064|F0134|MFA01724|23/11/2007|MROIB001|VIAL|23/11/2007|3.0|3.0|NONE|7315|TRI|22/11/2007| ||
FAM2065|F0067G|MFA01725|23/11/2007|MROIB001|VIAL|23/11/2007|10.0|10.0|NONE|8706|TRI|22/11/2007| ||
FAM2066|F0131|MFA01726|23/11/2007|MROIB001|VIAL|23/11/2007|3.0|3.0|NONE|8705|TRI|22/11/2007| ||
FAM2066|F0131|MFA01726|23/11/2007|MROREV01|LTR|23/11/2007|1.0|1.0|NONE|8704|TRI|22/11/2007| ||
FAM2067|F0084|MFA01727|23/11/2007|MROIB001|VIAL|23/11/2007|10.0|10.0|NONE|8702|TRI|22/11/2007| ||
FAM2068|F0116|MFA01728|23/11/2007|MROIB001|VIAL|23/11/2007|7.0|7.0|NONE|8703|TRI|22/11/2007| ||
FAM2069|F0134|MFA01729|23/11/2007|MMEHC120|VIAL|23/11/2007|3.0|3.0|NONE|8701|TRI|22/11/2007| ||
FAM2069|F0134|MFA01729|23/11/2007|MMSNS250|PACK|23/11/2007|2.0|2.0|NONE|7976|TRI|22/11/2007| ||
FAM2070|K058|MFA01730|23/11/2007|MMEHC120|VIAL|23/11/2007|1.0|1.0|NONE|8700|TRI|22/11/2007| ||
FAM2070|K058|MFA01730|23/11/2007|MMSNS250|PACK|23/11/2007|4.0|4.0|NONE|8699|TRI|22/11/2007| ||
FAM2071|F0144|MFA01731|23/11/2007|MMEHC120|VIAL|23/11/2007|6.0|6.0|NONE|8698|TRI|22/11/2007| ||
FAM2071|F0144|MFA01731|23/11/2007|MMEVT100|PACK|23/11/2007|10.0|10.0|NONE|8697|TRI|22/11/2007| ||
FAM2072|F0192|MFA01732|23/11/2007|MMEHC120|VIAL|23/11/2007|6.0|6.0|NONE|8696|TRI|22/11/2007| ||
FAM2072|F0192|MFA01732|23/11/2007|MMSNS250|PACK|23/11/2007|8.0|8.0|NONE|8695|TRI|22/11/2007| ||
FAM2073|F0131|MFA01733|23/11/2007|MMEHC120|VIAL|23/11/2007|4.0|4.0|NONE|8694|TRI|22/11/2007| ||
FAM2073|F0131|MFA01733|23/11/2007|MMEVT100|PACK|23/11/2007|2.0|2.0|NONE|8693|TRI|22/11/2007| ||
FAM2074|F0105C|MFA01734|23/11/2007|MMEHC120|VIAL|23/11/2007|20.0|20.0|NONE|8404|TRI|22/11/2007| ||
FAM2074|F0105C|MFA01734|23/11/2007|MMEVT100|PACK|23/11/2007|10.0|10.0|NONE|8403|TRI|22/11/2007| ||
FAM2074|F0105C|MFA01734|23/11/2007|MMSNS250|PACK|23/11/2007|10.0|10.0|NONE|8405|TRI|22/11/2007| ||
FAM2075|F0136|MFA01735|23/11/2007|MMEHC120|VIAL|23/11/2007|14.0|14.0|NONE|8407|TRI|22/11/2007| ||
FAM2075|F0136|MFA01735|23/11/2007|MMSNS250|PACK|23/11/2007|16.0|16.0|NONE|8408|TRI|22/11/2007| ||
FAM2076|F0067G|MFA01736|23/11/2007|MMESP250|PACK|23/11/2007|7.0|7.0|NONE|8409|TRI|22/11/2007| ||
FAM2076|F0067G|MFA01736|23/11/2007|MMSNS250|PACK|23/11/2007|7.0|7.0|NONE|8410|TRI|22/11/2007| ||
FAM2077|F0084|MFA01737|23/11/2007|MMESP250|PACK|23/11/2007|15.0|15.0|NONE|8411|TRI|22/11/2007| ||
FAM2077|F0084|MFA01737|23/11/2007|MMSNS250|PACK|23/11/2007|20.0|20.0|NONE|8351|TRI|22/11/2007| ||
FAM2078|F0116|MFA01738|23/11/2007|MMESP250|PACK|23/11/2007|10.0|10.0|NONE|8353|TRI|22/11/2007| ||
FAM2078|F0116|MFA01738|23/11/2007|MMSNS250|PACK|23/11/2007|20.0|20.0|NONE|8692|TRI|22/11/2007| ||
FAM2079|K013|MFA01739|23/11/2007|MMSNS250|PACK|23/11/2007|6.0|6.0|NONE|8417|TRI|22/11/2007| ||
FAM2080|K057|MFA01740|23/11/2007|MMSNS250|PACK|23/11/2007|4.0|4.0|NONE|8415|TRI|22/11/2007| ||
FAM2081|K060|MFA01741|23/11/2007|MMSNS250|PACK|23/11/2007|6.0|6.0|NONE|8691|TRI|22/11/2007| ||
FAM2082|F0142|MFA01742|23/11/2007|MMSNS250|PACK|23/11/2007|8.0|8.0|NONE|8416|TRI|22/11/2007| ||
FAM2083|F0135|MFA01743|23/11/2007|MMSNS250|PACK|23/11/2007|4.0|4.0|NONE|8414|TRI|22/11/2007| ||
FAM2084|F0143|MFA01744|23/11/2007|MMSNS250|PACK|23/11/2007|4.0|4.0|NONE|8690|TRI|22/11/2007| ||
FAM2085|K043|MFA01745|23/11/2007|MMSNS250|PACK|23/11/2007|3.0|3.0|NONE|8372|TRI|22/11/2007| ||
FAM2086|F0134|MFA01746|23/11/2007|MFSAI250|BTL|23/11/2007|3.0|3.0|NONE|8689|TRI|22/11/2007| ||
FAM2087|F0131|MFA01747|23/11/2007|MFSAI250|BTL|23/11/2007|4.0|4.0|NONE|8688|TRI|22/11/2007| ||
FAM2088|F0142|MFA01748|23/11/2007|MFSAI250|BTL|23/11/2007|5.0|5.0|NONE|8687|TRI|22/11/2007| ||
FAM2089|F0135|MFA01749|23/11/2007|MFSAI250|BTL|23/11/2007|3.0|3.0|NONE|8686|TRI|22/11/2007| ||
FAM2090|F0143|MFA01750|23/11/2007|MFSAI250|BTL|23/11/2007|3.0|3.0|NONE|8685|TRI|22/11/2007| ||
FAM2091|F0138|MFA01751|28/11/2007|MROGF001|KG|28/11/2007|15.0|15.0|NONE|8684|TRI|22/11/2007| ||
FAM2092|F0138|MFA01752|28/11/2007|MMCDU001|KLG|28/11/2007|10.0|10.0|NONE|8683|TRI|22/11/2007| ||
FAM2092|F0138|MFA01752|28/11/2007|MMCKT001|KG|28/11/2007|5.0|5.0|NONE|8682|TRI|22/11/2007| ||
FAM2094|F0138|MFA01754|28/11/2007|MINAG400|BTL|28/11/2007|1.0|1.0|NONE|8680|TRI|22/11/2007| ||
FAM2095|F0138|MFA01755|28/11/2007|MBIFM200|DRUM|28/11/2007|2.0|2.0|NONE|8679|TRI|22/11/2007| ||
FAM2097|F0012B|MFA01757|24/11/2007|MMEDP250|PACK|24/11/2007|4.0|4.0|NONE|8563|TRI|22/11/2007| ||
FAM2097|F0012B|MFA01757|24/11/2007|MMEH1201|VIAL|24/11/2007|6.0|6.0|NONE|8558|TRI|22/11/2007| ||
FAM2097|F0012B|MFA01757|24/11/2007|MMESM001|KG|24/11/2007|3.0|3.0|NONE|8557|TRI|22/11/2007| ||
FAM2098|F0027A|MFA01758|24/11/2007|MMEDP250|PACK|24/11/2007|8.0|8.0|NONE|8556|TRI|22/11/2007| ||
FAM2099|F0012B|MFA01759|24/11/2007|MROGF001|KG|24/11/2007|3.0|3.0|NONE|9844|TRI|22/11/2007| ||
FAM2099|F0012B|MFA01759|24/11/2007|MROIB001|VIAL|24/11/2007|6.0|6.0|NONE|9862|TRI|22/11/2007| ||
FAM2100|F0074|MFA01760|24/11/2007|MROIT001|LTR|24/11/2007|10.0|10.0|NONE|8514|TRI|22/11/2007| ||
FAM2101|F0049A|MFA01761|24/11/2007|MROIT001|LTR|24/11/2007|2.0|2.0|NONE|8511|TRI|22/11/2007| ||
FAM2102|F0049|MFA01762|24/11/2007|MROIT001|LTR|24/11/2007|3.0|3.0|NONE|8512|TRI|22/11/2007| ||
FAM2103|F0140|MFA01763|24/11/2007|MROIT001|LTR|24/11/2007|1.0|1.0|NONE|8508|TRI|22/11/2007| ||
FAM2104|F0042|MFA01764|24/11/2007|MROIT001|LTR|24/11/2007|10.0|10.0|NONE|8509|TRI|22/11/2007| ||
FAM2105|F0122|MFA01765|09/11/2007|MROGF300|BTL|09/11/2007|3.0|3.0|NONE|8450|AING|23/11/2007| ||
FAM2106|F0105B|MFA01766|09/11/2007|MROGF300|BTL|09/11/2007|5.0|5.0|NONE|8449|AING|23/11/2007| ||
FAM2107|F0134|MFA01767|23/11/2007|MSIQN001|BTL|23/11/2007|1.0|1.0|NONE|8464|AING|23/11/2007| ||
FAM2108|F0144|MFA01767|23/11/2007|MSIQN001|BTL|23/11/2007|1.0|1.0|NONE|8473|AING|23/11/2007| ||
